0.0	0	0.0
0.0	1	0.0027472929856358595
0.0	2	0.011946790899747173
0.0	3	0.028931240419107964
0.0	4	0.054839651428002005
0.0	5	0.09055374215494098
0.0	6	0.13664365775087192
0.0	7	0.1933253174794862
0.0	8	0.2604312900158024
0.0	9	0.3373965629588607
0.0	10	0.42325998276345794
0.0	11	0.5166815183630316
0.0	12	0.6159748706074886
0.0	13	0.7191543354409368
0.0	14	0.8239942560051332
0.0	15	0.928098890453209
0.0	16	1.028980098528292
0.0	17	1.1241399278807045
0.0	18	1.211154973609354
0.0	19	1.2877593000111387
0.0	20	1.3519227555133941
0.0	21	1.4019216787277629
0.0	22	1.436399279009847
0.0	23	1.4544133676366382
0.0	24	1.4554696002551584
0.0	25	1.4395389484912295
0.0	26	1.407058726525244
0.0	27	1.3589171330144423
0.0	28	1.296421904880362
0.0	29	1.2212542920352256
0.0	30	1.1354101268798877
0.0	31	1.041130257057659
0.0	32	0.9408230149709631
0.0	33	0.8369816970044639
0.0	34	0.7321002074916629
0.0	35	0.628590080120891
0.0	36	0.528702020557359
0.0	37	0.4344549214480506
0.0	38	0.3475749924779774
0.0	39	0.26944723616443195
0.0	40	0.20108100112199642
0.1	0	0.009966711079379187
0.1	1	0.02456121088221377
0.1	2	0.047310882746094525
0.1	3	0.07929713235936801
0.1	4	0.12134095019627734
0.1	5	0.17394923686681596
0.1	6	0.23727278222558523
0.1	7	0.3110777914219023
0.1	8	0.39473231749490795
0.1	9	0.487208370093298
0.1	10	0.5870998469094791
0.1	11	0.6926558032794016
0.1	12	0.8018279612768918
0.1	13	0.9123307870345342
0.1	14	1.0217119568286728
0.1	15	1.12743060900545
0.1	16	1.226940457072769
0.1	17	1.3177746321804644
0.1	18	1.3976290391471138
0.1	19	1.4644410526693836
0.1	20	1.516460547842676
0.1	21	1.5523105451354935
0.1	22	1.5710351432875493
0.1	23	1.5721328987695524
0.1	24	1.5555743683245993
0.1	25	1.5218031396893124
0.1	26	1.4717203108328234
0.1	27	1.4066530148585559
0.1	28	1.32830820093038
0.1	29	1.2387134469921277
0.1	30	1.1401470753304495
0.1	31	1.0350602476572195
0.1	32	0.925994016396361
0.1	33	0.8154944914878874
0.1	34	0.7060293401727259
0.1	35	0.5999087687468712
0.1	36	0.4992139430556407
0.1	37	0.40573549633671696
0.1	38	0.32092436131556057
0.1	39	0.24585666471756748
0.1	40	0.18121385654520775
0.2	0	0.03946950299855745
0.2	1	0.06731939460663149
0.2	2	0.10468242079497345
0.2	3	0.15232584906361402
0.2	4	0.2107006305660986
0.2	5	0.2798999382468169
0.2	6	0.3596312685802341
0.2	7	0.44920346076367074
0.2	8	0.547529397082167
0.2	9	0.653144525123713
0.2	10	0.7642407113932026
0.2	11	0.8787143218186628
0.2	12	0.994226852172444
0.2	13	1.1082759234185549
0.2	14	1.218274033774831
0.2	15	1.3216321378176494
0.2	16	1.4158449161951994
0.2	17	1.4985745158390056
0.2	18	1.5677295834709153
0.2	19	1.6215365831641788
0.2	20	1.6586006752330051
0.2	21	1.6779538275834325
0.2	22	1.6790883163803916
0.2	23	1.6619743313398379
0.2	24	1.6270610101171055
0.2	25	1.575260862092933
0.2	26	1.5079181792561978
0.2	27	1.4267626456841564
0.2	28	1.3338499231022234
0.2	29	1.2314914858429604
0.2	30	1.1221763846842034
0.2	31	1.0084879195608614
0.2	32	0.8930183842457938
0.2	33	0.7782851046810454
0.2	34	0.6666509245586673
0.2	35	0.5602520998795161
0.2	36	0.46093625635367075
0.2	37	0.370212652045899
0.2	38	0.2892164891203075
0.2	39	0.2186884528552202
0.2	40	0.15897004589033814
0.3	0	0.08733219254516084
0.3	1	0.12931721030504797
0.3	2	0.18177418287073266
0.3	3	0.2451059660522898
0.3	4	0.3193562040718992
0.3	5	0.40418192617769544
0.3	6	0.49884107008839085
0.3	7	0.60219569094889
0.3	8	0.712730991393502
0.3	9	0.8285896771908613
0.3	10	0.9476205289479855
0.3	11	1.0674395079882628
0.3	12	1.1855012066639485
0.3	13	1.299178030346002
0.3	14	1.405844177123268
0.3	15	1.502961274774428
0.3	16	1.588162451232864
0.3	17	1.659331658041887
0.3	18	1.714675234661876
0.3	19	1.752782988438312
0.3	20	1.7726764593544395
0.3	21	1.7738425248906866
0.3	22	1.7562510592586678
0.3	23	1.7203559709419525
0.3	24	1.667079578813554
0.3	25	1.597780925005457
0.3	26	1.5142092370103069
0.3	27	1.4184443179698376
0.3	28	1.3128261404208161
0.3	29	1.199876325388525
0.3	30	1.0822144896674213
0.3	31	0.962472627635956
0.3	32	0.8432107529124797
0.3	33	0.7268369574149166
0.3	34	0.6155348538142424
0.3	35	0.5112010597627118
0.3	36	0.41539497102803113
0.3	37	0.32930257227865434
0.3	38	0.2537154686966661
0.3	39	0.18902571145009164
0.3	40	0.13523635969379377
0.4	0	0.1516466453264173
0.4	1	0.20808300071098845
0.4	2	0.2755127636965348
0.4	3	0.3539386328456468
0.4	4	0.442975915880493
0.4	5	0.5418404699951397
0.4	6	0.6493523312658573
0.4	7	0.7639551645549771
0.4	8	0.8837510341874988
0.4	9	1.006549381731019
0.4	10	1.1299285249363962
0.4	11	1.2513074841723835
0.4	12	1.36802551983896
0.4	13	1.4774264432401139
