0.0	0	0.0
0.0	1	0.0024979173609870897
0.0	2	0.009966711079379187
0.0	3	0.02233175543719701
0.0	4	0.03946950299855745
0.0	5	0.06120871905481362
0.0	6	0.08733219254516084
0.0	7	0.11757890635775575
0.0	8	0.1516466453264173
0.0	9	0.1891950158646678
0.0	10	0.22984884706593012
0.0	11	0.27320193928721137
0.0	12	0.3188211227616632
0.0	13	0.3662505856877063
0.0	14	0.41501642854987947
0.0	15	0.46463139916614854
0.0	16	0.5145997611506444
0.0	17	0.5644222471477623
0.0	18	0.6136010473465435
0.0	19	0.6616447834317517
0.0	20	0.7080734182735712
0.0	21	0.7524230522999288
0.0	22	0.7942505586276729
0.0	23	0.833138010639912
0.0	24	0.8686968577706227
0.0	25	0.9005718077734668
0.0	26	0.9284443766844737
0.0	27	0.9520360710085306
0.0	28	0.971111170334329
0.0	29	0.9854790825747952
0.0	30	0.9949962483002227
0.0	31	0.9995675751366397
0.0	32	0.9991473878973766
0.0	33	0.9937398849544324
0.0	34	0.9833990962897305
0.0	35	0.9682283436453982
0.0	36	0.9483792081670734
0.0	37	0.9240500158552041
0.0	38	0.8954838559572085
0.0	39	0.8629661521000701
0.0	40	0.8268218104318059
0.01	0	9.999666671112184e-5
0.01	1	0.003595682073066875
0.01	2	0.012051275334697242
0.01	3	0.025382290958779585
0.01	4	0.043455529843845875
0.01	5	0.06609041016117506
0.01	6	0.09306077166873306
0.01	7	0.12409713542955253
0.01	8	0.15888939635619326
0.01	9	0.1970899216782686
0.01	10	0.23831702437417523
0.01	11	0.2821587768616439
0.01	12	0.3281771268419765
0.01	13	0.37591227417381357
0.01	14	0.4248872650441571
0.01	15	0.4746127575332104
0.01	16	0.5245919109570852
0.01	17	0.5743253501356819
0.01	18	0.6233161549844171
0.01	19	0.6710748255754491
0.01	20	0.7171241730591502
0.01	21	0.7610040875773536
0.01	22	0.8022761355289648
0.01	23	0.8405279402535762
0.01	24	0.8753773023627455
0.01	25	0.906476018549945
0.01	26	0.9335133607229011
0.01	27	0.956219180695979
0.01	28	0.9743666094215535
0.01	29	0.9877743237905413
0.01	30	0.9963083583529686
0.01	31	0.9998834438564641
0.01	32	0.9984638592284434
0.01	33	0.9920637884892572
0.01	34	0.9807471790301494
0.01	35	0.9646271026720616
0.01	36	0.943864625889375
0.01	37	0.9186672004869401
0.01	38	0.8892865908102163
0.01	39	0.8560163581991551
0.01	40	0.8191889278203297
0.02	0	0.0003999466695110421
0.02	1	0.004892001893681441
0.02	2	0.014331012573985225
0.02	3	0.028622667235826904
0.02	4	0.04762416839001832
0.02	5	0.07114565931808792
0.02	6	0.09895212105785367
0.02	7	0.13076572063520603
0.02	8	0.166268587079346
0.02	9	0.2051059874844509
0.02	10	0.2468898713836108
0.02	11	0.291202748020821
0.02	12	0.3376018577806119
0.02	13	0.3856235960957703
0.02	14	0.4347881456309272
0.02	15	0.4846042704587669
0.02	16	0.5345742243270311
0.02	17	0.5841987239745385
0.02	18	0.6329819378044902
0.02	19	0.6804364400698836
0.02	20	0.726088081070456
0.02	21	0.7694807246997557
0.02	22	0.8101808060063399
0.02	23	0.847781663231451
0.02	24	0.8819076010388871
0.02	25	0.9122176443386112
0.02	26	0.9384089451971407
0.02	27	0.9602198087939904
0.02	28	0.9774323081898132
0.02	29	0.9898744617803421
0.02	30	0.9974219516797298
0.02	31	0.9999993658637698
